bst,dodaj,-678348284,0,2.300000
bst,usun,-955417959,0,2.400000
bst,wyszukaj w niezbalansowanym,-1052292527,0,3.200000
bst,zrownowaz,-652622858,0,570151.600000
bst,wyszukaj w zrownowazonym,-652622858,0,0.100000
bst,dodaj,1294590665,0,2.100000
bst,usun,-79984068,0,1.100000
bst,wyszukaj w niezbalansowanym,261763088,0,1.700000
bst,zrownowaz,2109079749,0,570233.900000
bst,wyszukaj w zrownowazonym,2109079749,0,0.100000
bst,dodaj,1081865452,0,2.400000
bst,usun,-110547491,0,3.300000
bst,wyszukaj w niezbalansowanym,-625949156,0,1.900000
bst,zrownowaz,-1695681367,0,562477.500000
bst,wyszukaj w zrownowazonym,-1695681367,0,0.100000
bst,dodaj,830999906,0,2.400000
bst,usun,-39219778,0,2.100000
bst,wyszukaj w niezbalansowanym,903859383,0,2.400000
bst,zrownowaz,1855843174,0,563428.900000
bst,wyszukaj w zrownowazonym,1855843174,0,0.000000
bst,dodaj,-645717919,0,1.300000
bst,usun,-76348081,0,2.500000
bst,wyszukaj w niezbalansowanym,-2096890690,0,0.600000
bst,zrownowaz,2028157004,0,577840.400000
bst,wyszukaj w zrownowazonym,2028157004,0,0.100000
bst,dodaj,119541799,0,1.500000
bst,usun,-340787586,0,1.200000
bst,wyszukaj w niezbalansowanym,1717363852,0,1.800000
bst,zrownowaz,1477138594,0,578994.100000
bst,wyszukaj w zrownowazonym,1477138594,0,0.100000
bst,dodaj,2025704761,0,1.400000
bst,usun,-789059410,0,2.000000
bst,wyszukaj w niezbalansowanym,-908901,0,2.100000
bst,zrownowaz,1903383752,0,570508.600000
bst,wyszukaj w zrownowazonym,1903383752,0,0.100000
bst,dodaj,213112641,0,2.800000
bst,usun,-534460937,0,2.200000
bst,wyszukaj w niezbalansowanym,1814188869,0,3.100000
bst,zrownowaz,-1079883616,0,569146.100000
bst,wyszukaj w zrownowazonym,-1079883616,0,0.000000
bst,dodaj,36647952,0,1.900000
bst,usun,859369020,0,1.500000
bst,wyszukaj w niezbalansowanym,2120225899,0,2.000000
bst,zrownowaz,-699459227,0,577945.900000
bst,wyszukaj w zrownowazonym,-699459227,0,0.100000
bst,dodaj,-1214223465,0,2.200000
bst,usun,588316128,0,2.000000
bst,wyszukaj w niezbalansowanym,1510953741,0,2.600000
bst,zrownowaz,-2113020522,0,563848.900000
bst,wyszukaj w zrownowazonym,-2113020522,0,0.100000
bst,dodaj,-883440764,0,1.400000
bst,usun,592935457,0,2.600000
bst,wyszukaj w niezbalansowanym,1932369505,0,1.700000
bst,zrownowaz,-1998878167,0,579252.200000
bst,wyszukaj w zrownowazonym,-1998878167,0,0.100000
bst,dodaj,911756737,0,1.400000
bst,usun,1444631989,0,1.500000
bst,wyszukaj w niezbalansowanym,-1595514026,0,2.000000
bst,zrownowaz,1822228280,0,562277.300000
bst,wyszukaj w zrownowazonym,1822228280,0,0.000000
bst,dodaj,-1709444853,0,2.100000
bst,usun,-2113101821,0,1.600000
bst,wyszukaj w niezbalansowanym,-1442736694,0,1.000000
bst,zrownowaz,1548903340,0,565009.700000
bst,wyszukaj w zrownowazonym,1548903340,0,0.100000
bst,dodaj,-1563103971,0,2.200000
bst,usun,1697449233,0,2.500000
bst,wyszukaj w niezbalansowanym,1430480133,0,1.300000
bst,zrownowaz,-1999768228,0,576112.400000
bst,wyszukaj w zrownowazonym,-1999768228,0,0.100000
bst,dodaj,549070749,0,2.100000
bst,usun,-553874690,0,2.300000
bst,wyszukaj w niezbalansowanym,-517265102,0,2.700000
bst,zrownowaz,-1157802823,0,570641.600000
bst,wyszukaj w zrownowazonym,-1157802823,0,0.100000
bst,dodaj,-105381295,0,2.000000
bst,usun,-605358387,0,2.700000
bst,wyszukaj w niezbalansowanym,1139542422,0,1.500000
bst,zrownowaz,-1716806882,0,578429.800000
bst,wyszukaj w zrownowazonym,-1716806882,0,0.100000
bst,dodaj,-849600075,0,3.400000
bst,usun,-1153995604,0,1.600000
bst,wyszukaj w niezbalansowanym,-2049183138,0,1.900000
bst,zrownowaz,-591431540,0,570276.200000
bst,wyszukaj w zrownowazonym,-591431540,0,0.000000
bst,dodaj,-1201370828,0,1.800000
bst,usun,-1031168451,0,1.600000
bst,wyszukaj w niezbalansowanym,144992430,0,2.400000
bst,zrownowaz,1856193996,0,566702.100000
bst,wyszukaj w zrownowazonym,1856193996,0,0.100000
bst,dodaj,-1483645743,0,2.600000
bst,usun,1133335868,0,1.500000
bst,wyszukaj w niezbalansowanym,-2003945956,0,2.700000
bst,zrownowaz,-1153098034,0,571659.300000
bst,wyszukaj w zrownowazonym,-1153098034,0,0.100000
bst,dodaj,945283494,0,1.800000
bst,usun,-241123472,0,2.800000
bst,wyszukaj w niezbalansowanym,-1678985218,0,2.100000
bst,zrownowaz,363550528,0,573291.600000
bst,wyszukaj w zrownowazonym,363550528,0,0.100000
bst,dodaj,1457294122,0,1.200000
bst,usun,1191737271,0,1.800000
bst,wyszukaj w niezbalansowanym,1733887838,0,1.200000
bst,zrownowaz,655573942,0,573194.600000
bst,wyszukaj w zrownowazonym,655573942,0,0.100000
bst,dodaj,1765668799,0,1.600000
bst,usun,228797427,0,2.300000
bst,wyszukaj w niezbalansowanym,1812531,0,2.000000
bst,zrownowaz,2141598192,0,568016.800000
bst,wyszukaj w zrownowazonym,2141598192,0,0.100000
bst,dodaj,-479635044,0,2.000000
bst,usun,579471267,0,2.600000
bst,wyszukaj w niezbalansowanym,-119443739,0,1.700000
bst,zrownowaz,-2114151712,0,570273.800000
bst,wyszukaj w zrownowazonym,-2114151712,0,0.000000
bst,dodaj,-1760893407,0,1.800000
bst,usun,1142928186,0,1.500000
bst,wyszukaj w niezbalansowanym,-2104473758,0,2.500000
bst,zrownowaz,358526221,0,559646.500000
bst,wyszukaj w zrownowazonym,358526221,0,0.100000
bst,dodaj,-636426863,0,1.800000
bst,usun,-22226236,0,2.300000
bst,wyszukaj w niezbalansowanym,1501127542,0,1.200000
bst,zrownowaz,-593283167,0,571560.500000
bst,wyszukaj w zrownowazonym,-593283167,0,0.100000
bst,dodaj,-28845511,0,2.600000
bst,usun,-2094063384,0,2.700000
bst,wyszukaj w niezbalansowanym,-746620509,0,1.400000
bst,zrownowaz,-1564348080,0,578865.300000
bst,wyszukaj w zrownowazonym,-1564348080,0,0.100000
bst,dodaj,1480244801,0,3.200000
bst,usun,376851369,0,1.900000
bst,wyszukaj w niezbalansowanym,399059030,0,1.700000
bst,zrownowaz,163156347,0,570556.300000
bst,wyszukaj w zrownowazonym,163156347,0,0.100000
bst,dodaj,-910197789,0,2.300000
bst,usun,-854497598,0,1.400000
bst,wyszukaj w niezbalansowanym,1869305049,0,2.100000
bst,zrownowaz,814792543,0,572169.800000
bst,wyszukaj w zrownowazonym,814792543,0,0.100000
bst,dodaj,458558645,0,1.500000
bst,usun,87702758,0,2.500000
bst,wyszukaj w niezbalansowanym,1748111661,0,3.100000
bst,zrownowaz,-2021921420,0,571876.700000
bst,wyszukaj w zrownowazonym,-2021921420,0,0.100000
bst,dodaj,-489364452,0,3.000000
bst,usun,-1359010587,0,1.900000
bst,wyszukaj w niezbalansowanym,-1568687823,0,1.800000
bst,zrownowaz,-946211193,0,572540.800000
bst,wyszukaj w zrownowazonym,-946211193,0,0.100000
